url,title,price_raw,price_value,currency,make,model,year,mileage_raw,engine_raw,fuel,transmission,drive,color,steering,doors,seats,stock_no,chassis_no,location,page_type,is_listing,market_country,url_make,url_model,title_year,year_clean,make_clean,model_clean,model_code,make_model,has_valid_price,price_log,price_bucket,vehicle_age,age_bucket,fuel_group,is_hybrid,is_electric,is_electrified,transmission_group,drive_group,steering_group,doors_num,seats_num,price_per_seat,price_per_door,stock_country,is_overseas_stock,stock_prefix,stock_seq,chassis_no_clean,chassis_prefix,is_vin,vin_region,frame_no_type,body_guess,completeness_score,price_rank_within_make_model,price_rank_within_make_model_year
https://www.beforward.jp/toyota/alphard/cd058878/id/15010299/,BE FORWARD : 2021 TOYOTA Alphard,22590,22590.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,3BA-AGH30W,2021.0,Year,Trans.,Petrol,Automatic,2wheel drive,Black,Right,5.0,,CD058878,AGH30-9021889,KYUSHU,listing,True,,TOYOTA,Alphard,2021.0,2021.0,TOYOTA,Alphard,3BA-AGH30W,TOYOTA Alphard,True,10.025306875857222,upper_mid,5.0,4-5,Petrol,False,False,False,Automatic,2WD,Right,5.0,,,4518.0,Japan,False,CD,58878.0,AGH30-9021889,AGH30,False,,FrameNo,unknown,1.0,0.6521739130434783,0.75
https://www.beforward.jp/toyota/alphard/cd058901/id/15010322/,BE FORWARD : 2020 TOYOTA Alphard,21560,21560.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,3BA-AGH30W,2020.0,Year,Trans.,Petrol,Automatic,2wheel drive,Pearl,Right,5.0,,CD058901,AGH30-0324669,KYUSHU,listing,True,,TOYOTA,Alphard,2020.0,2020.0,TOYOTA,Alphard,3BA-AGH30W,TOYOTA Alphard,True,9.978641406136552,upper_mid,6.0,6-10,Petrol,False,False,False,Automatic,2WD,Right,5.0,,,4312.0,Japan,False,CD,58901.0,AGH30-0324669,AGH30,False,,FrameNo,unknown,1.0,0.4782608695652174,0.6666666666666666
https://www.beforward.jp/toyota/alphard/cd253203/id/15205704/,BE FORWARD : 2020 TOYOTA Alphard,26400,26400.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,3BA-AGH30W,2020.0,Year,Trans.,Petrol,Automatic,2wheel drive,Pearl,Right,5.0,,CD253203,AGH30-0311347,YOKOHAMA,listing,True,,TOYOTA,Alphard,2020.0,2020.0,TOYOTA,Alphard,3BA-AGH30W,TOYOTA Alphard,True,10.181157167204903,upper_mid,6.0,6-10,Petrol,False,False,False,Automatic,2WD,Right,5.0,,,5280.0,Japan,False,CD,253203.0,AGH30-0311347,AGH30,False,,FrameNo,unknown,1.0,0.8695652173913043,1.0
https://www.beforward.jp/toyota/alphard/cd253245/id/15205746/,BE FORWARD : 2020 TOYOTA Alphard,19870,19870.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,AGH30W,2020.0,Year,Trans.,Petrol,Automatic,2wheel drive,Gray,Right,5.0,,CD253245,AGH30-0329584,NAGOYA,listing,True,,TOYOTA,Alphard,2020.0,2020.0,TOYOTA,Alphard,AGH30W,TOYOTA Alphard,True,9.897016661405816,upper_mid,6.0,6-10,Petrol,False,False,False,Automatic,2WD,Right,5.0,,,3974.0,Japan,False,CD,253245.0,AGH30-0329584,AGH30,False,,FrameNo,unknown,1.0,0.43478260869565216,0.3333333333333333
https://www.beforward.jp/toyota/alphard/cd253392/id/15205893/,BE FORWARD : 2019 TOYOTA Alphard,25890,25890.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-AGH30W,2019.0,Year,Trans.,Petrol,Automatic,2wheel drive,Pearl,Right,5.0,,CD253392,AGH30-0257467,KOBE,listing,True,,TOYOTA,Alphard,2019.0,2019.0,TOYOTA,Alphard,DBA-AGH30W,TOYOTA Alphard,True,10.161650696951378,upper_mid,7.0,6-10,Petrol,False,False,False,Automatic,2WD,Right,5.0,,,5178.0,Japan,False,CD,253392.0,AGH30-0257467,AGH30,False,,FrameNo,unknown,1.0,0.8260869565217391,1.0
https://www.beforward.jp/toyota/alphard-hybrid/cd253221/id/15205722/,BE FORWARD : 2023 TOYOTA Alphard Hybrid,35200,35200.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-AAHH40W,2023.0,Year,Trans.,Hybrid(Petrol),Automatic,2wheel drive,Pearl,Right,5.0,,CD253221,AAHH40-0007104,KYUSHU,listing,True,,TOYOTA,Alphard Hybrid,2023.0,2023.0,TOYOTA,Alphard Hybrid,6AA-AAHH40W,TOYOTA Alphard Hybrid,True,10.468829770273567,premium,3.0,2-3,Hybrid(Petrol),True,False,True,Automatic,2WD,Right,5.0,,,7040.0,Japan,False,CD,253221.0,AAHH40-0007104,AAHH40,False,,FrameNo,unknown,1.0,0.6666666666666666,1.0
https://www.beforward.jp/toyota/alphard-hybrid/cd253239/id/15205740/,BE FORWARD : 2013 TOYOTA Alphard Hybrid,8080,8080.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DAA-ATH20W,2013.0,Year,Trans.,Hybrid(Petrol),Automatic,4wheel drive,Black,Right,5.0,,CD253239,ATH20-8031349,YOKOHAMA,listing,True,,TOYOTA,Alphard Hybrid,2013.0,2013.0,TOYOTA,Alphard Hybrid,DAA-ATH20W,TOYOTA Alphard Hybrid,True,8.997270906233448,mid,13.0,11-20,Hybrid(Petrol),True,False,True,Automatic,4WD,Right,5.0,,,1616.0,Japan,False,CD,253239.0,ATH20-8031349,ATH20,False,,FrameNo,suv_crossover_like,1.0,0.16666666666666666,1.0
https://www.beforward.jp/toyota/alphard-hybrid/cd253346/id/15205847/,BE FORWARD : 2025 TOYOTA Alphard Hybrid,36280,36280.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-AAHH45W,2025.0,Year,Trans.,Hybrid(Petrol),Automatic,4wheel drive,Pearl,Right,5.0,,CD253346,AAHH45-0038811,YOKOHAMA,listing,True,,TOYOTA,Alphard Hybrid,2025.0,2025.0,TOYOTA,Alphard Hybrid,6AA-AAHH45W,TOYOTA Alphard Hybrid,True,10.499049467245019,premium,1.0,0-1,Hybrid(Petrol),True,False,True,Automatic,4WD,Right,5.0,,,7256.0,Japan,False,CD,253346.0,AAHH45-0038811,AAHH45,False,,FrameNo,suv_crossover_like,1.0,0.8333333333333334,1.0
https://www.beforward.jp/toyota/alphard-hybrid/cd253364/id/15205865/,BE FORWARD : 2026 TOYOTA Alphard Hybrid,49210,49210.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-AAHH45W,2026.0,Year,Trans.,Hybrid(Petrol),Automatic,4wheel drive,Black,Right,5.0,,CD253364,AAHH45-0065407,HOKKAIDO,listing,True,,TOYOTA,Alphard Hybrid,2026.0,2026.0,TOYOTA,Alphard Hybrid,6AA-AAHH45W,TOYOTA Alphard Hybrid,True,10.803872454726505,premium,0.0,0-1,Hybrid(Petrol),True,False,True,Automatic,4WD,Right,5.0,,,9842.0,Japan,False,CD,253364.0,AAHH45-0065407,AAHH45,False,,FrameNo,suv_crossover_like,1.0,1.0,1.0
https://www.beforward.jp/toyota/auris/cd253372/id/15205873/,BE FORWARD : 2010 TOYOTA Auris,4640,4640.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,NZE151H,2010.0,Year,Trans.,Petrol,Automatic,2wheel drive,Pearl,Right,5.0,,CD253372,NZE151-1072668,KOBE,listing,True,,TOYOTA,Auris,2010.0,2010.0,TOYOTA,Auris,NZE151H,TOYOTA Auris,True,8.442685139241176,low_mid,16.0,11-20,Petrol,False,False,False,Automatic,2WD,Right,5.0,,,928.0,Japan,False,CD,253372.0,NZE151-1072668,NZE151,False,,FrameNo,unknown,1.0,0.5,1.0
